# x_m,y_m,w_tr_right_m,w_tr_left_m
-13.5,31.025000000000006,1.8,1.8
-13.55,31.025000000000006,1.8,1.8
-13.600000000000001,31.025000000000006,1.8,1.8
-13.650000000000002,31.025000000000006,1.8,1.8
-13.700000000000003,31.025000000000006,1.8,1.8
-13.75,31.025000000000006,1.8,1.8
-13.8,31.025000000000006,1.8,1.8
-13.850000000000001,31.025000000000006,1.8,1.8
-13.900000000000002,31.025000000000006,1.8,1.8
-13.950000000000003,31.025000000000006,1.8,1.8
-14.0,31.025000000000006,1.8,1.8
-14.05,31.025000000000006,1.8,1.8
-14.100000000000001,31.025000000000006,1.8,1.8
-14.150000000000002,31.025000000000006,1.8,1.8
-14.200000000000003,31.025000000000006,1.8,1.8
-14.25,31.025000000000006,1.8,1.8
-14.3,31.025000000000006,1.8,1.8
-14.350000000000001,31.025000000000006,1.8,1.8
-14.400000000000002,31.025000000000006,1.8,1.8
-14.450000000000003,31.025000000000006,1.8,1.8
-14.5,31.025000000000006,1.8,1.8
-14.55,31.025000000000006,1.8,1.8
-14.600000000000001,31.025000000000006,1.8,1.8
-14.650000000000002,31.025000000000006,1.8,1.8
-14.700000000000001,31.025000000000006,1.8,1.8
-14.750000000000002,30.97500000000001,1.8439088914585775,1.8439088914585775
-14.8,30.97500000000001,1.833712082089225,1.833712082089225
-14.850000000000001,30.97500000000001,1.824828759089466,1.824828759089466
-14.900000000000002,30.97500000000001,1.8172781845386248,1.8172781845386248
-14.950000000000001,30.97500000000001,1.8110770276274835,1.8110770276274835
-15.000000000000002,30.97500000000001,1.8062391868188443,1.8062391868188443
-15.05,30.97500000000001,1.8027756377319948,1.8027756377319948
-15.100000000000001,30.97500000000001,1.8006943105369109,1.8006943105369109
-15.150000000000002,30.97500000000001,1.8,1.8
-15.200000000000001,30.97500000000001,1.795132307101624,1.795132307101624
-15.250000000000002,30.97500000000001,1.784656829757475,1.784656829757475
-15.3,30.97500000000001,1.7755280904564703,1.7755280904564703
-15.350000000000001,30.97500000000001,1.7677669529663689,1.7677669529663689
-15.400000000000002,30.97500000000001,1.7585505395068974,1.7585505395068974
-15.450000000000001,30.924999999999997,1.795132307101624,1.795132307101624
-15.500000000000002,30.924999999999997,1.784656829757475,1.784656829757475
-15.55,30.924999999999997,1.7755280904564703,1.7755280904564703
-15.600000000000001,30.924999999999997,1.7677669529663689,1.7677669529663689
-15.650000000000002,30.924999999999997,1.7585505395068974,1.7585505395068974
-15.700000000000001,30.924999999999997,1.746424919657298,1.746424919657298
-15.750000000000002,30.924999999999997,1.7356554957709784,1.7356554957709784
-15.8,30.924999999999997,1.7240939649566667,1.7240939649566667
-15.850000000000001,30.875,1.7585505395068974,1.7585505395068974
-15.900000000000002,30.875,1.746424919657298,1.746424919657298
-15.950000000000001,30.875,1.7356554957709784,1.7356554957709784
-16.0,30.875,1.7240939649566667,1.7240939649566667
-16.05,30.875,1.7102631376487072,1.7102631376487072
-16.1,30.825000000000003,1.746424919657298,1.746424919657298
-16.150000000000002,30.825000000000003,1.7356554957709784,1.7356554957709784
-16.200000000000003,30.825000000000003,1.7240939649566667,1.7240939649566667
-16.25,30.825000000000003,1.7088007490635062,1.7088007490635062
-16.3,30.775000000000006,1.7392527130926088,1.7392527130926088
-16.35,30.775000000000006,1.7240939649566667,1.7240939649566667
-16.400000000000002,30.775000000000006,1.7088007490635062,1.7088007490635062
-16.450000000000003,30.775000000000006,1.6918924315688633,1.6918924315688633
-16.5,30.72500000000001,1.7240939649566667,1.7240939649566667
-16.55,30.72500000000001,1.7088007490635062,1.7088007490635062
-16.6,30.72500000000001,1.6918924315688633,1.6918924315688633
-16.650000000000002,30.674999999999997,1.7240939649566667,1.7240939649566667
-16.700000000000003,30.674999999999997,1.7088007490635062,1.7088007490635062
-16.75,30.674999999999997,1.6918924315688633,1.6918924315688633
-16.8,30.625,1.7219175357722563,1.7219175357722563
-16.85,30.625,1.7000000000000002,1.7000000000000002
-16.900000000000002,30.575000000000003,1.7219175357722563,1.7219175357722563
-16.950000000000003,30.575000000000003,1.7000000000000002,1.7000000000000002
-17.0,30.525000000000006,1.7204650534085255,1.7204650534085255
-17.05,30.525000000000006,1.6918924315688633,1.6918924315688633
-17.1,30.47500000000001,1.7029386365926404,1.7029386365926404
-17.150000000000002,30.47500000000001,1.6710774967068405,1.6710774967068405
-17.200000000000003,30.424999999999997,1.6800297616411441,1.6800297616411441
-17.25,30.375,1.6918924315688633,1.6918924315688633
-17.3,30.375,1.6643316977093239,1.6643316977093239
-17.35,30.325000000000003,1.6710774967068405,1.6710774967068405
-17.400000000000002,30.275000000000006,1.6800297616411441,1.6800297616411441
-17.450000000000003,30.275000000000006,1.6507574019219178,1.6507574019219178
-17.5,30.22500000000001,1.6643316977093239,1.6643316977093239
-17.55,30.174999999999997,1.6800297616411441,1.6800297616411441
-17.6,30.174999999999997,1.6507574019219178,1.6507574019219178
-17.650000000000002,30.125,1.6643316977093239,1.6643316977093239
-17.700000000000003,30.075000000000003,1.680773631397161,1.680773631397161
-17.75,30.075000000000003,1.6560495161679196,1.6560495161679196
-17.8,30.025000000000006,1.6770509831248424,1.6770509831248424
-17.85,30.025000000000006,1.6552945357246849,1.6552945357246849
-17.900000000000002,29.97500000000001,1.6770509831248424,1.6770509831248424
-17.950000000000003,29.924999999999997,1.6918924315688633,1.6918924315688633
-18.0,29.924999999999997,1.6643316977093239,1.6643316977093239
-18.05,29.875,1.680773631397161,1.680773631397161
-18.1,29.875,1.6560495161679196,1.6560495161679196
-18.150000000000002,29.825000000000003,1.6770509831248424,1.6770509831248424
-18.200000000000003,29.825000000000003,1.6552945357246849,1.6552945357246849
-18.25,29.775000000000006,1.6770509831248424,1.6770509831248424
-18.3,29.775000000000006,1.6552945357246849,1.6552945357246849
-18.35,29.72500000000001,1.6770509831248424,1.6770509831248424
-18.400000000000002,29.72500000000001,1.6552945357246849,1.6552945357246849
-18.450000000000003,29.72500000000001,1.6347782724271818,1.6347782724271818
-18.5,29.674999999999997,1.6560495161679196,1.6560495161679196
-18.55,29.674999999999997,1.632482771731451,1.632482771731451
-18.6,29.625,1.6552945357246849,1.6552945357246849
-18.650000000000002,29.625,1.632482771731451,1.632482771731451
-18.700000000000003,29.575000000000003,1.6552945357246849,1.6552945357246849
-18.75,29.575000000000003,1.632482771731451,1.632482771731451
-18.8,29.525000000000006,1.6552945357246849,1.6552945357246849
-18.85,29.525000000000006,1.632482771731451,1.632482771731451
-18.900000000000002,29.47500000000001,1.6507574019219178,1.6507574019219178
-18.950000000000003,29.47500000000001,1.6224980739587953,1.6224980739587953
-19.0,29.424999999999997,1.63783393541592,1.63783393541592
-19.05,29.424999999999997,1.6101242188104619,1.6101242188104619
-19.1,29.375,1.6224980739587953,1.6224980739587953
-19.150000000000002,29.325000000000003,1.63783393541592,1.63783393541592
-19.200000000000003,29.325000000000003,1.6124515496597098,1.6124515496597098
-19.25,29.275000000000006,1.632482771731451,1.632482771731451
-19.3,29.22500000000001,1.6507574019219178,1.6507574019219178
-19.35,29.22500000000001,1.632482771731451,1.632482771731451
-19.400000000000002,29.174999999999997,1.6507574019219178,1.6507574019219178
-19.450000000000003,29.174999999999997,1.6224980739587953,1.6224980739587953
-19.5,29.125,1.63783393541592,1.63783393541592
-19.55,29.075000000000003,1.6507574019219178,1.6507574019219178
-19.6,29.025000000000006,1.6643316977093239,1.6643316977093239
-19.650000000000002,29.025000000000006,1.632482771731451,1.632482771731451
-19.700000000000003,28.97500000000001,1.6401219466856727,1.6401219466856727
-19.75,28.924999999999997,1.6507574019219178,1.6507574019219178
-19.8,28.875,1.6620770138594663,1.6620770138594663
-19.85,28.825000000000003,1.6620770138594663,1.6620770138594663
-19.900000000000002,28.775000000000006,1.6650825805346714,1.6650825805346714
-19.950000000000003,28.72500000000001,1.6710774967068405,1.6710774967068405
-20.0,28.72500000000001,1.6401219466856727,1.6401219466856727
-20.05,28.674999999999997,1.6507574019219178,1.6507574019219178
-20.1,28.625,1.6643316977093239,1.6643316977093239
-20.150000000000002,28.625,1.63783393541592,1.63783393541592
-20.200000000000003,28.575000000000003,1.6507574019219178,1.6507574019219178
-20.25,28.525000000000006,1.6643316977093239,1.6643316977093239
-20.3,28.47500000000001,1.6800297616411441,1.6800297616411441
-20.35,28.47500000000001,1.6507574019219178,1.6507574019219178
-20.400000000000002,28.424999999999997,1.6643316977093239,1.6643316977093239
-20.450000000000003,28.375,1.6800297616411441,1.6800297616411441
-20.5,28.375,1.6507574019219178,1.6507574019219178
-20.55,28.325000000000003,1.6620770138594663,1.6620770138594663
-20.6,28.275000000000006,1.6650825805346714,1.6650825805346714
-20.650000000000002,28.225,1.6710774967068405,1.6710774967068405
-20.700000000000003,28.225,1.6401219466856727,1.6401219466856727
-20.75,28.175000000000004,1.6507574019219178,1.6507574019219178
-20.8,28.125,1.6620770138594663,1.6620770138594663
-20.85,28.075000000000003,1.6620770138594663,1.6620770138594663
-20.900000000000002,28.025000000000006,1.6620770138594663,1.6620770138594663
-20.950000000000003,27.975,1.6620770138594663,1.6620770138594663
-21.0,27.925000000000004,1.6650825805346714,1.6650825805346714
-21.05,27.875,1.6710774967068405,1.6710774967068405
-21.1,27.825000000000003,1.6800297616411441,1.6800297616411441
-21.150000000000002,27.825000000000003,1.6507574019219178,1.6507574019219178
-21.200000000000003,27.775000000000006,1.6643316977093239,1.6643316977093239
-21.25,27.725,1.680773631397161,1.680773631397161
-21.300000000000004,27.725,1.6560495161679196,1.6560495161679196
-21.35,27.675000000000004,1.6770509831248424,1.6770509831248424
-21.400000000000002,27.675000000000004,1.6552945357246849,1.6552945357246849
-21.450000000000003,27.625,1.6770509831248424,1.6770509831248424
-21.5,27.625,1.6552945357246849,1.6552945357246849
-21.550000000000004,27.575000000000003,1.6770509831248424,1.6770509831248424
-21.6,27.525000000000006,1.7000000000000002,1.7000000000000002
-21.650000000000002,27.525000000000006,1.6770509831248424,1.6770509831248424
-21.700000000000003,27.475,1.7000000000000002,1.7000000000000002
-21.75,27.475,1.6770509831248424,1.6770509831248424
-21.800000000000004,27.425000000000004,1.7000000000000002,1.7000000000000002
-21.85,27.425000000000004,1.6770509831248424,1.6770509831248424
-21.900000000000002,27.375,1.7000000000000002,1.7000000000000002
-21.950000000000003,27.375,1.6770509831248424,1.6770509831248424
-22.0,27.325000000000003,1.6918924315688633,1.6918924315688633
-22.050000000000004,27.275000000000006,1.7066048165876013,1.7066048165876013
-22.1,27.275000000000006,1.680773631397161,1.680773631397161
-22.150000000000002,27.225,1.7000000000000002,1.7000000000000002
-22.200000000000003,27.175000000000004,1.7204650534085255,1.7204650534085255
-22.25,27.125,1.732772345116346,1.732772345116346
-22.300000000000004,27.125,1.7066048165876013,1.7066048165876013
-22.35,27.075000000000003,1.7204650534085255,1.7204650534085255
-22.400000000000002,27.025000000000006,1.732772345116346,1.732772345116346
-22.450000000000003,26.975,1.732772345116346,1.732772345116346
-22.5,26.925000000000004,1.732772345116346,1.732772345116346
-22.550000000000004,26.875,1.732772345116346,1.732772345116346
-22.6,26.825000000000003,1.732772345116346,1.732772345116346
-22.650000000000002,26.775000000000006,1.732772345116346,1.732772345116346
-22.650000000000002,26.725,1.7677669529663689,1.7677669529663689
-22.700000000000003,26.675000000000004,1.7613914953808536,1.7613914953808536
-22.75,26.625,1.75,1.75
-22.75,26.575000000000003,1.780449381476486,1.780449381476486
-22.8,26.525000000000006,1.7670597047072292,1.7670597047072292
-22.8,26.475,1.788854381999832,1.788854381999832
-22.85,26.425000000000004,1.7677669529663689,1.7677669529663689
