# x_m,y_m,w_tr_right_m,w_tr_left_m
-7.649999999999999,30.25,1.4008925726121901,1.4008925726121901
-7.699999999999996,30.25,1.40356688476182,1.40356688476182
-7.75,30.25,1.4080127840328724,1.4080127840328724
-7.799999999999997,30.25,1.4142135623730951,1.4142135623730951
-7.849999999999994,30.25,1.4221462653327892,1.4221462653327892
-7.899999999999999,30.25,1.4317821063276355,1.4317821063276355
-7.949999999999996,30.25,1.4430869689661812,1.4430869689661812
-8.0,30.25,1.4500000000000002,1.4500000000000002
-8.049999999999997,30.25,1.4500000000000002,1.4500000000000002
-8.099999999999994,30.25,1.4500000000000002,1.4500000000000002
-8.149999999999999,30.25,1.4500000000000002,1.4500000000000002
-8.199999999999996,30.25,1.4500000000000002,1.4500000000000002
-8.25,30.25,1.4500000000000002,1.4500000000000002
-8.299999999999997,30.25,1.4500000000000002,1.4500000000000002
-8.349999999999994,30.25,1.4500000000000002,1.4500000000000002
-8.399999999999999,30.25,1.4500000000000002,1.4500000000000002
-8.449999999999996,30.25,1.4500000000000002,1.4500000000000002
-8.5,30.25,1.4500000000000002,1.4500000000000002
-8.549999999999997,30.25,1.4500000000000002,1.4500000000000002
-8.599999999999994,30.25,1.4500000000000002,1.4500000000000002
-8.649999999999999,30.25,1.4500000000000002,1.4500000000000002
-8.699999999999996,30.25,1.4430869689661812,1.4430869689661812
-8.75,30.25,1.4317821063276355,1.4317821063276355
-8.799999999999997,30.25,1.4221462653327892,1.4221462653327892
-8.849999999999994,30.25,1.4142135623730951,1.4142135623730951
-8.899999999999999,30.25,1.4080127840328724,1.4080127840328724
-8.949999999999996,30.25,1.40356688476182,1.40356688476182
-9.0,30.200000000000003,1.4508618128546908,1.4508618128546908
-9.049999999999997,30.200000000000003,1.4500000000000002,1.4500000000000002
-9.099999999999994,30.200000000000003,1.4500000000000002,1.4500000000000002
-9.149999999999999,30.200000000000003,1.4500000000000002,1.4500000000000002
-9.199999999999996,30.200000000000003,1.4500000000000002,1.4500000000000002
-9.25,30.200000000000003,1.4500000000000002,1.4500000000000002
-9.299999999999997,30.200000000000003,1.4500000000000002,1.4500000000000002
-9.349999999999994,30.200000000000003,1.4500000000000002,1.4500000000000002
-9.399999999999999,30.200000000000003,1.4430869689661812,1.4430869689661812
-9.449999999999996,30.200000000000003,1.4317821063276355,1.4317821063276355
-9.5,30.200000000000003,1.4221462653327892,1.4221462653327892
-9.549999999999997,30.200000000000003,1.4142135623730951,1.4142135623730951
-9.599999999999994,30.200000000000003,1.4080127840328724,1.4080127840328724
-9.649999999999999,30.200000000000003,1.40356688476182,1.40356688476182
-9.699999999999996,30.150000000000006,1.4508618128546908,1.4508618128546908
-9.75,30.150000000000006,1.4500000000000002,1.4500000000000002
-9.799999999999997,30.150000000000006,1.4500000000000002,1.4500000000000002
-9.849999999999994,30.150000000000006,1.4500000000000002,1.4500000000000002
-9.899999999999999,30.150000000000006,1.4500000000000002,1.4500000000000002
-9.949999999999996,30.150000000000006,1.4430869689661812,1.4430869689661812
-10.0,30.150000000000006,1.4317821063276355,1.4317821063276355
-10.049999999999997,30.150000000000006,1.4221462653327892,1.4221462653327892
-10.099999999999994,30.150000000000006,1.4142135623730951,1.4142135623730951
-10.149999999999999,30.150000000000006,1.4080127840328724,1.4080127840328724
-10.199999999999996,30.1,1.4534441853748634,1.4534441853748634
-10.25,30.1,1.4508618128546908,1.4508618128546908
-10.299999999999997,30.1,1.4500000000000002,1.4500000000000002
-10.349999999999994,30.1,1.4500000000000002,1.4500000000000002
-10.399999999999999,30.1,1.4500000000000002,1.4500000000000002
-10.449999999999996,30.1,1.4430869689661812,1.4430869689661812
-10.5,30.1,1.4317821063276355,1.4317821063276355
-10.549999999999997,30.1,1.4221462653327892,1.4221462653327892
-10.599999999999994,30.1,1.4142135623730951,1.4142135623730951
-10.649999999999999,30.050000000000004,1.4577379737113252,1.4577379737113252
-10.699999999999996,30.050000000000004,1.4534441853748634,1.4534441853748634
-10.75,30.050000000000004,1.4430869689661812,1.4430869689661812
-10.799999999999997,30.050000000000004,1.4317821063276355,1.4317821063276355
-10.849999999999994,30.050000000000004,1.4221462653327892,1.4221462653327892
-10.899999999999999,30.050000000000004,1.4142135623730951,1.4142135623730951
-10.949999999999996,30.050000000000004,1.4080127840328724,1.4080127840328724
-11.0,30.0,1.4534441853748634,1.4534441853748634
-11.049999999999997,30.0,1.4508618128546908,1.4508618128546908
-11.099999999999994,30.0,1.4430869689661812,1.4430869689661812
-11.149999999999999,30.0,1.4317821063276355,1.4317821063276355
-11.199999999999996,30.0,1.4221462653327892,1.4221462653327892
-11.25,30.0,1.4142135623730951,1.4142135623730951
-11.299999999999997,30.0,1.4080127840328724,1.4080127840328724
-11.349999999999994,29.950000000000003,1.4534441853748634,1.4534441853748634
-11.399999999999999,29.950000000000003,1.4508618128546908,1.4508618128546908
-11.449999999999996,29.950000000000003,1.4430869689661812,1.4430869689661812
-11.5,29.950000000000003,1.4317821063276355,1.4317821063276355
-11.549999999999997,29.950000000000003,1.4221462653327892,1.4221462653327892
-11.599999999999994,29.950000000000003,1.4142135623730951,1.4142135623730951
-11.649999999999999,29.900000000000006,1.4577379737113252,1.4577379737113252
-11.699999999999996,29.900000000000006,1.4534441853748634,1.4534441853748634
-11.75,29.900000000000006,1.4430869689661812,1.4430869689661812
-11.799999999999997,29.900000000000006,1.4317821063276355,1.4317821063276355
-11.849999999999994,29.900000000000006,1.4221462653327892,1.4221462653327892
-11.899999999999999,29.900000000000006,1.4142135623730951,1.4142135623730951
-11.949999999999996,29.85,1.4560219778561037,1.4560219778561037
-12.0,29.85,1.4430869689661812,1.4430869689661812
-12.049999999999997,29.85,1.4317821063276355,1.4317821063276355
-12.099999999999994,29.85,1.4221462653327892,1.4221462653327892
-12.149999999999999,29.85,1.4142135623730951,1.4142135623730951
-12.199999999999996,29.85,1.4080127840328724,1.4080127840328724
-12.25,29.800000000000004,1.4534441853748634,1.4534441853748634
-12.299999999999997,29.800000000000004,1.4430869689661812,1.4430869689661812
